index, mean-time, variance, std-deviation
rwl_1r_0w 2.152500 0.000868 0.029467
rwl_2r_0w 3.740000 0.002350 0.048475
rwl_3r_0w 7.417500 0.687111 0.828922
rwl_4r_0w 11.717500 0.018661 0.136607
rwl_5r_0w 14.317499 0.009399 0.096951
rwl_6r_0w 18.117500 0.011230 0.105974
rwl_7r_0w 22.145000 0.022339 0.149462
rwl_8r_0w 33.965000 96.334595 9.815019
