0 , 1
8 , 19
9 , 3
10 , 7
11 , 14
12 , 61
13 , 144
14 , 315
15 , 573
16 , 8303
17 , 2382
18 , 4168
19 , 10271
20 , 10897
21 , 8857
22 , 12139
23 , 13692
24 , 92404
25 , 233
26 , 228
27 , 168
28 , 152
29 , 112
30 , 217
32 , 1673
