1 , 5000000
2 , 5000000
3 , 5000000
4 , 3750615
5 , 3750615
6 , 3594234
7 , 3281499
8 , 2930201
9 , 2500433
10 , 2285959
11 , 2066155
12 , 1905136
13 , 1774598
14 , 1643822
15 , 1511777
16 , 1347182
17 , 701801
18 , 560009
19 , 429704
20 , 283976
21 , 177303
22 , 113937
23 , 68951
24 , 40475
25 , 540
26 , 281
27 , 149
28 , 72
29 , 30
30 , 14
31 , 10
32 , 8
