index, mean-time, variance, std-deviation
non_1r_0w 0.355000 0.000075 0.008660
non_2r_0w 0.352500 0.000019 0.004328
non_3r_0w 0.362500 0.000019 0.004328
non_4r_0w 0.377500 0.000019 0.004331
non_5r_0w 0.420000 0.000000 0.000000
non_6r_0w 0.445000 0.000025 0.005000
non_7r_0w 0.452500 0.000019 0.004331
non_8r_0w 0.465000 0.000075 0.008660
