index, mean-time, variance, std-deviation
rwl_1r_0w 0.555000 0.000025 0.005000
rwl_2r_0w 3.692500 0.011021 0.104979
rwl_3r_0w 6.495000 0.059826 0.244593
rwl_4r_0w 9.477500 0.087669 0.296090
rwl_5r_0w 14.607500 0.097412 0.312109
rwl_6r_0w 18.410000 0.100250 0.316623
rwl_7r_0w 22.775002 0.032227 0.179518
rwl_8r_0w 26.960001 0.084351 0.290432
